Rollouts,Learning Rate,Reward,Samples,Timesteps,Alpha
12922,0.05,714.0058406650506,11,327352,0.0
12944,0.05,639.1441506871606,11,328450,0.0
12966,0.05,611.4561943968671,11,329286,0.0
12988,0.05,277.0492504832949,11,330196,0.0
13010,0.05,788.3893107810893,11,331022,0.0
13032,0.05,751.7454731998902,11,331890,0.0
13054,0.05,724.0911542075361,11,332853,0.0
13076,0.05,751.5963648734956,11,333850,0.0
13098,0.05,752.2719442907279,11,335254,0.0
13120,0.05,771.8583943446835,11,336164,0.0
13142,0.05,984.892566076856,11,337329,0.0
13164,0.05,910.8534291359223,11,338464,0.0
13186,0.05,1040.6709803311799,11,339519,0.0
13208,0.05,1097.0034059188786,11,340674,0.0
13230,0.05,1106.0406489003192,11,341548,0.0
13252,0.05,1133.7847817820214,11,342446,0.0
13274,0.05,1105.8319639728893,11,343473,0.0
13296,0.05,1347.039561972579,11,344209,0.0
13318,0.05,2186.343864951,11,345015,0.0
13340,0.05,1030.7574101306657,11,345775,0.0
13362,0.05,1897.2124088075905,11,346723,0.0
13384,0.05,1161.1063157216952,11,347609,0.0
