Rollouts,Learning Rate,Reward,Samples,Timesteps,Alpha
7184,0.05,364.9143552815573,16,7184000,0.0
7216,0.05,365.51060923875025,16,7216000,0.0
7248,0.05,365.70172538231037,16,7248000,0.0
7280,0.05,365.72525543824463,16,7280000,0.0
7312,0.05,365.68793067228575,16,7312000,0.0
7344,0.05,365.79422034808385,16,7344000,0.0
7376,0.05,362.9361483550629,16,7376000,0.0
7408,0.05,362.9725906812365,16,7408000,0.0
7440,0.05,348.2671433453776,16,7440000,0.0
7472,0.05,360.6403971065697,16,7472000,0.0
7504,0.05,351.8249961016124,16,7504000,0.0
7536,0.05,346.6035633629893,16,7536000,0.0
7568,0.05,346.1838414726565,16,7568000,0.0
7600,0.05,347.48393889497714,16,7600000,0.0
7632,0.05,346.1485636224745,16,7632000,0.0
7664,0.05,348.9015221410886,16,7664000,0.0
7696,0.05,353.517469536722,16,7696000,0.0
7728,0.05,360.7905845367577,16,7728000,0.0
7760,0.05,360.1775487180858,16,7760000,0.0
7792,0.05,361.96228450869444,16,7792000,0.0
7824,0.05,362.8757267478284,16,7824000,0.0
7856,0.05,355.48415182097256,16,7856000,0.0
7888,0.05,353.8510610284619,16,7888000,0.0
7920,0.05,351.3474495410235,16,7920000,0.0
7952,0.05,365.3628363138648,16,7952000,0.0
7984,0.05,365.31242410634115,16,7984000,0.0
8016,0.05,362.2499976193256,16,8016000,0.0
8048,0.05,360.91864939607314,16,8048000,0.0
8080,0.05,353.3884724532769,16,8080000,0.0
8112,0.05,351.37444682458687,16,8112000,0.0
